name,wins,losses,total_combats,win_rate,id,types,attack,defense,hp,speed
Quagsire,3.0,8.0,11.0,0.2727,211.0,Water/Ground,85.0,85.0,95.0,35.0
Carracosta,4.0,11.0,15.0,0.2667,627.0,Water/Rock,108.0,133.0,74.0,32.0
Wormadam Trash Cloak,4.0,11.0,15.0,0.2667,461.0,Bug/Steel,69.0,95.0,60.0,36.0
Pignite,4.0,12.0,16.0,0.25,559.0,Fire/Fighting,93.0,55.0,90.0,55.0
Darumaka,3.0,9.0,12.0,0.25,615.0,Fire,90.0,45.0,70.0,50.0
Venipede,3.0,9.0,12.0,0.25,604.0,Bug/Poison,45.0,59.0,30.0,57.0
Ferroseed,2.0,6.0,8.0,0.25,659.0,Grass/Steel,50.0,91.0,44.0,10.0
Gigalith,2.0,6.0,8.0,0.25,586.0,Rock,135.0,130.0,85.0,25.0
Gorebyss,2.0,6.0,8.0,0.25,404.0,Water,84.0,105.0,55.0,52.0
Gulpin,2.0,6.0,8.0,0.25,346.0,Poison,43.0,53.0,70.0,40.0
Larvesta,2.0,6.0,8.0,0.25,698.0,Bug/Fire,85.0,55.0,55.0,60.0
Masquerain,2.0,6.0,8.0,0.25,309.0,Bug/Flying,60.0,62.0,70.0,60.0
Shuppet,2.0,6.0,8.0,0.25,386.0,Ghost,75.0,35.0,44.0,45.0
Torterra,2.0,6.0,8.0,0.25,435.0,Grass/Ground,109.0,105.0,95.0,56.0
Abomasnow,1.0,3.0,4.0,0.25,511.0,Grass/Ice,92.0,75.0,90.0,60.0
Bagon,1.0,3.0,4.0,0.25,407.0,Dragon,75.0,60.0,45.0,50.0
Banette,1.0,3.0,4.0,0.25,387.0,Ghost,115.0,65.0,64.0,65.0
Corsola,1.0,3.0,4.0,0.25,241.0,Water/Rock,55.0,85.0,55.0,35.0
Foongus,1.0,3.0,4.0,0.25,652.0,Grass/Poison,55.0,45.0,69.0,15.0
Froakie,1.0,3.0,4.0,0.25,725.0,Water,56.0,40.0,41.0,71.0
Mudkip,1.0,3.0,4.0,0.25,281.0,Water,70.0,50.0,50.0,40.0
Roselia,1.0,3.0,4.0,0.25,345.0,Grass/Poison,60.0,45.0,50.0,65.0
Wartortle,1.0,3.0,4.0,0.25,11.0,Water,63.0,80.0,59.0,58.0
Bastiodon,2.0,7.0,9.0,0.2222,457.0,Rock/Steel,52.0,168.0,60.0,30.0
Chespin,2.0,7.0,9.0,0.2222,719.0,Grass,61.0,65.0,56.0,38.0
Ducklett,2.0,7.0,9.0,0.2222,642.0,Water/Flying,44.0,50.0,62.0,55.0
Eelektrik,2.0,7.0,9.0,0.2222,665.0,Electric,85.0,70.0,65.0,40.0
Fletchling,2.0,7.0,9.0,0.2222,730.0,Normal/Flying,50.0,43.0,45.0,62.0
Hoppip,2.0,7.0,9.0,0.2222,203.0,Grass/Flying,35.0,40.0,35.0,50.0
Marill,2.0,7.0,9.0,0.2222,199.0,Water/Fairy,20.0,50.0,70.0,40.0
Phanpy,2.0,7.0,9.0,0.2222,251.0,Ground,60.0,60.0,90.0,40.0
Piplup,2.0,7.0,9.0,0.2222,439.0,Water,51.0,53.0,53.0,40.0
Sealeo,2.0,7.0,9.0,0.2222,400.0,Ice/Water,60.0,70.0,90.0,45.0
Shroomish,2.0,7.0,9.0,0.2222,310.0,Grass,40.0,60.0,60.0,35.0
Swadloon,2.0,7.0,9.0,0.2222,602.0,Bug/Grass,63.0,90.0,55.0,42.0
Venonat,3.0,12.0,15.0,0.2,54.0,Bug/Poison,55.0,50.0,60.0,45.0
Grimer,2.0,8.0,10.0,0.2,96.0,Poison,80.0,50.0,80.0,25.0
Nidorino,2.0,8.0,10.0,0.2,39.0,Poison,72.0,57.0,61.0,65.0
Noibat,2.0,8.0,10.0,0.2,791.0,Flying/Dragon,30.0,35.0,40.0,55.0
Aegislash Shield Forme,1.0,4.0,5.0,0.2,752.0,Steel/Ghost,50.0,150.0,60.0,60.0
Chikorita,1.0,4.0,5.0,0.2,167.0,Grass,49.0,65.0,45.0,45.0
Chimchar,1.0,4.0,5.0,0.2,436.0,Fire,58.0,44.0,44.0,61.0
Claydol,1.0,4.0,5.0,0.2,377.0,Ground/Psychic,70.0,105.0,60.0,75.0
Croagunk,1.0,4.0,5.0,0.2,504.0,Poison/Fighting,61.0,40.0,48.0,50.0
Cubchoo,1.0,4.0,5.0,0.2,675.0,Ice,70.0,40.0,55.0,40.0
Gastrodon,1.0,4.0,5.0,0.2,471.0,Water/Ground,83.0,68.0,111.0,39.0
Gothorita,1.0,4.0,5.0,0.2,637.0,Psychic,45.0,70.0,60.0,55.0
Gourgeist Super Size,1.0,4.0,5.0,0.2,788.0,Ghost/Grass,100.0,122.0,85.0,54.0
Metang,1.0,4.0,5.0,0.2,412.0,Steel/Psychic,75.0,100.0,60.0,50.0
Minun,1.0,4.0,5.0,0.2,342.0,Electric,40.0,50.0,60.0,95.0
Nosepass,1.0,4.0,5.0,0.2,324.0,Rock,45.0,135.0,30.0,30.0
Poochyena,1.0,4.0,5.0,0.2,285.0,Dark,55.0,35.0,35.0,35.0
Scatterbug,1.0,4.0,5.0,0.2,733.0,Bug,35.0,40.0,38.0,35.0
Seel,1.0,4.0,5.0,0.2,94.0,Water,45.0,55.0,65.0,45.0
Tyrogue,1.0,4.0,5.0,0.2,256.0,Fighting,35.0,35.0,35.0,35.0
Whirlipede,1.0,4.0,5.0,0.2,605.0,Bug/Poison,55.0,99.0,40.0,47.0
Krabby,2.0,9.0,11.0,0.1818,107.0,Water,105.0,90.0,30.0,50.0
Spinda,2.0,9.0,11.0,0.1818,359.0,Normal,60.0,60.0,60.0,60.0
Swablu,2.0,9.0,11.0,0.1818,365.0,Normal/Flying,40.0,60.0,45.0,50.0
Golem,2.0,10.0,12.0,0.1667,83.0,Rock/Ground,120.0,130.0,80.0,45.0
Camerupt,1.0,5.0,6.0,0.1667,354.0,Fire/Ground,100.0,70.0,70.0,40.0
Klink,1.0,5.0,6.0,0.1667,661.0,Steel,55.0,70.0,40.0,30.0
Kyogre,1.0,5.0,6.0,0.1667,422.0,Water,100.0,90.0,100.0,90.0
Lampent,1.0,5.0,6.0,0.1667,670.0,Ghost/Fire,40.0,60.0,60.0,55.0
Lapras,1.0,5.0,6.0,0.1667,143.0,Water/Ice,85.0,80.0,130.0,60.0
Marowak,1.0,5.0,6.0,0.1667,114.0,Ground,80.0,110.0,60.0,45.0
Mesprit,1.0,5.0,6.0,0.1667,539.0,Psychic,105.0,105.0,80.0,80.0
Panpour,1.0,5.0,6.0,0.1667,575.0,Water,53.0,48.0,50.0,64.0
Rhyhorn,1.0,5.0,6.0,0.1667,120.0,Ground/Rock,85.0,95.0,80.0,25.0
Spearow,1.0,5.0,6.0,0.1667,27.0,Normal/Flying,60.0,30.0,40.0,70.0
Squirtle,1.0,5.0,6.0,0.1667,10.0,Water,48.0,65.0,44.0,43.0
Torchic,1.0,5.0,6.0,0.1667,277.0,Fire,60.0,40.0,45.0,45.0
Tynamo,1.0,5.0,6.0,0.1667,664.0,Electric,55.0,40.0,35.0,60.0
Vulpix,1.0,5.0,6.0,0.1667,43.0,Fire,41.0,40.0,38.0,65.0
Weedle,1.0,5.0,6.0,0.1667,17.0,Bug/Poison,35.0,30.0,40.0,50.0
Wobbuffet,1.0,5.0,6.0,0.1667,218.0,Psychic,33.0,58.0,190.0,33.0
Zweilous,1.0,5.0,6.0,0.1667,696.0,Dark/Dragon,85.0,70.0,72.0,58.0
Bellsprout,1.0,6.0,7.0,0.1429,76.0,Grass/Poison,75.0,35.0,50.0,40.0
Budew,1.0,6.0,7.0,0.1429,452.0,Grass/Poison,30.0,35.0,40.0,55.0
Burmy,1.0,6.0,7.0,0.1429,458.0,Bug,29.0,45.0,40.0,36.0
Cascoon,1.0,6.0,7.0,0.1429,292.0,Bug,35.0,55.0,50.0,15.0
Cranidos,1.0,6.0,7.0,0.1429,454.0,Rock,125.0,40.0,67.0,58.0
Diancie,1.0,6.0,7.0,0.1429,796.0,Rock/Fairy,100.0,150.0,50.0,50.0
Drowzee,1.0,6.0,7.0,0.1429,105.0,Psychic,48.0,45.0,60.0,42.0
Duosion,1.0,6.0,7.0,0.1429,640.0,Psychic,40.0,50.0,65.0,30.0
Eelektross,1.0,6.0,7.0,0.1429,666.0,Electric,115.0,80.0,85.0,50.0
Kabuto,1.0,6.0,7.0,0.1429,152.0,Rock/Water,80.0,90.0,30.0,55.0
Kricketot,1.0,6.0,7.0,0.1429,447.0,Bug,25.0,41.0,37.0,25.0
Mega Audino,1.0,6.0,7.0,0.1429,592.0,Normal/Fairy,60.0,126.0,103.0,50.0
Mega Camerupt,1.0,6.0,7.0,0.1429,355.0,Fire/Ground,120.0,100.0,70.0,20.0
Oshawott,1.0,6.0,7.0,0.1429,561.0,Water,55.0,45.0,55.0,45.0
Regice,1.0,6.0,7.0,0.1429,416.0,Ice,50.0,100.0,80.0,50.0
Shinx,1.0,6.0,7.0,0.1429,449.0,Electric,65.0,34.0,45.0,45.0
Slowpoke,1.0,6.0,7.0,0.1429,86.0,Water/Psychic,65.0,65.0,90.0,15.0
Snover,1.0,6.0,7.0,0.1429,510.0,Grass/Ice,62.0,50.0,60.0,40.0
Tentacool,1.0,6.0,7.0,0.1429,79.0,Water/Poison,40.0,35.0,40.0,70.0
Wailord,1.0,6.0,7.0,0.1429,352.0,Water,90.0,45.0,170.0,60.0
Wooper,1.0,6.0,7.0,0.1429,210.0,Water/Ground,45.0,45.0,55.0,15.0
Bronzor,2.0,14.0,16.0,0.125,485.0,Steel/Psychic,24.0,86.0,57.0,23.0
Avalugg,1.0,7.0,8.0,0.125,790.0,Ice,117.0,184.0,95.0,28.0
Bidoof,1.0,7.0,8.0,0.125,445.0,Normal,45.0,40.0,59.0,31.0
Bronzong,1.0,7.0,8.0,0.125,486.0,Steel/Psychic,89.0,116.0,67.0,33.0
Clefairy,1.0,7.0,8.0,0.125,41.0,Fairy,45.0,48.0,70.0,35.0
Elgyem,1.0,7.0,8.0,0.125,667.0,Psychic,55.0,55.0,55.0,30.0
Garbodor,1.0,7.0,8.0,0.125,631.0,Poison,95.0,82.0,80.0,75.0
Kecleon,1.0,7.0,8.0,0.125,385.0,Normal,90.0,70.0,60.0,40.0
Lickilicky,1.0,7.0,8.0,0.125,515.0,Normal,85.0,95.0,110.0,50.0
Machop,1.0,7.0,8.0,0.125,73.0,Fighting,80.0,50.0,70.0,35.0
Seedot,1.0,7.0,8.0,0.125,297.0,Grass,40.0,50.0,40.0,30.0
Shelmet,1.0,7.0,8.0,0.125,678.0,Bug,40.0,85.0,50.0,25.0
Wormadam Plant Cloak,1.0,7.0,8.0,0.125,459.0,Bug/Grass,59.0,85.0,60.0,36.0
Wurmple,1.0,7.0,8.0,0.125,289.0,Bug,45.0,35.0,45.0,20.0
Darmanitan Zen Mode,1.0,8.0,9.0,0.1111,617.0,Fire/Psychic,30.0,105.0,105.0,55.0
Deino,1.0,8.0,9.0,0.1111,695.0,Dark/Dragon,65.0,50.0,52.0,38.0
Forretress,1.0,8.0,9.0,0.1111,221.0,Bug/Steel,90.0,140.0,75.0,40.0
Geodude,1.0,8.0,9.0,0.1111,81.0,Rock/Ground,80.0,100.0,40.0,20.0
Koffing,1.0,8.0,9.0,0.1111,118.0,Poison,65.0,95.0,40.0,35.0
Lombre,1.0,8.0,9.0,0.1111,295.0,Water/Grass,50.0,50.0,60.0,50.0
Mareep,1.0,8.0,9.0,0.1111,194.0,Electric,40.0,40.0,55.0,35.0
Munna,1.0,8.0,9.0,0.1111,577.0,Psychic,25.0,45.0,76.0,24.0
Phantump,1.0,8.0,9.0,0.1111,779.0,Ghost/Grass,70.0,48.0,43.0,38.0
Prinplup,1.0,8.0,9.0,0.1111,440.0,Water,66.0,68.0,64.0,50.0
Ralts,1.0,8.0,9.0,0.1111,304.0,Psychic/Fairy,25.0,25.0,28.0,40.0
Wormadam Sandy Cloak,1.0,8.0,9.0,0.1111,460.0,Bug/Ground,79.0,105.0,60.0,36.0
Aron,1.0,9.0,10.0,0.1,331.0,Steel/Rock,70.0,100.0,50.0,30.0
Bergmite,1.0,9.0,10.0,0.1,789.0,Ice,69.0,85.0,55.0,28.0
Blissey,1.0,9.0,10.0,0.1,262.0,Normal,10.0,10.0,255.0,55.0
Lileep,1.0,9.0,10.0,0.1,378.0,Rock/Grass,41.0,77.0,66.0,23.0
Luxio,1.0,9.0,10.0,0.1,450.0,Electric,85.0,49.0,60.0,60.0
Mothim,1.0,9.0,10.0,0.1,462.0,Bug/Flying,94.0,50.0,70.0,66.0
Omanyte,1.0,9.0,10.0,0.1,150.0,Rock/Water,40.0,100.0,35.0,35.0
Spinarak,1.0,9.0,10.0,0.1,182.0,Bug/Poison,60.0,40.0,40.0,30.0
Sunflora,1.0,9.0,10.0,0.1,208.0,Grass,75.0,55.0,75.0,30.0
Jigglypuff,1.0,10.0,11.0,0.0909,45.0,Normal/Fairy,45.0,20.0,115.0,20.0
Parasect,1.0,10.0,11.0,0.0909,53.0,Bug/Grass,95.0,80.0,60.0,30.0
Slowbro,1.0,10.0,11.0,0.0909,87.0,Water/Psychic,75.0,110.0,95.0,30.0
Gible,1.0,11.0,12.0,0.0833,492.0,Dragon/Ground,70.0,45.0,58.0,42.0
Azurill,1.0,12.0,13.0,0.0769,323.0,Normal/Fairy,20.0,40.0,50.0,20.0
Shellos,1.0,12.0,13.0,0.0769,470.0,Water,48.0,48.0,76.0,34.0
Cubone,1.0,13.0,14.0,0.0714,113.0,Ground,50.0,95.0,50.0,35.0
Amoonguss,0.0,2.0,2.0,0.0,653.0,Grass/Poison,85.0,70.0,114.0,30.0
Aromatisse,0.0,7.0,7.0,0.0,754.0,Fairy,72.0,72.0,101.0,29.0
Aurorus,0.0,5.0,5.0,0.0,770.0,Rock/Ice,77.0,72.0,123.0,58.0
Bonsly,0.0,4.0,4.0,0.0,487.0,Rock,80.0,95.0,50.0,10.0
Bulbasaur,0.0,8.0,8.0,0.0,1.0,Grass/Poison,49.0,49.0,45.0,45.0
Carnivine,0.0,4.0,4.0,0.0,506.0,Grass,100.0,72.0,74.0,46.0
Caterpie,0.0,8.0,8.0,0.0,14.0,Bug,30.0,35.0,45.0,45.0
Chansey,0.0,4.0,4.0,0.0,122.0,Normal,5.0,5.0,250.0,50.0
Cherubi,0.0,3.0,3.0,0.0,468.0,Grass,35.0,45.0,45.0,35.0
Clamperl,0.0,6.0,6.0,0.0,402.0,Water,64.0,85.0,35.0,32.0
Crustle,0.0,1.0,1.0,0.0,620.0,Bug/Rock,95.0,125.0,70.0,45.0
Donphan,0.0,3.0,3.0,0.0,252.0,Ground,120.0,120.0,90.0,50.0
Dunsparce,0.0,3.0,3.0,0.0,222.0,Normal,70.0,70.0,100.0,45.0
Dusclops,0.0,6.0,6.0,0.0,390.0,Ghost,70.0,130.0,40.0,25.0
Dusknoir,0.0,4.0,4.0,0.0,530.0,Ghost,100.0,135.0,45.0,45.0
Duskull,0.0,4.0,4.0,0.0,389.0,Ghost,40.0,90.0,20.0,25.0
Dustox,0.0,2.0,2.0,0.0,293.0,Bug/Poison,50.0,70.0,60.0,65.0
Exeggutor,0.0,3.0,3.0,0.0,112.0,Grass/Psychic,95.0,85.0,95.0,55.0
Exploud,0.0,1.0,1.0,0.0,320.0,Normal,91.0,63.0,104.0,68.0
Feebas,0.0,5.0,5.0,0.0,382.0,Water,15.0,20.0,20.0,80.0
Finneon,0.0,1.0,1.0,0.0,507.0,Water,49.0,56.0,49.0,66.0
Goodra,0.0,5.0,5.0,0.0,777.0,Dragon,100.0,70.0,90.0,80.0
Goomy,0.0,2.0,2.0,0.0,775.0,Dragon,50.0,35.0,45.0,40.0
Happiny,0.0,4.0,4.0,0.0,489.0,Normal,5.0,5.0,100.0,30.0
Igglybuff,0.0,5.0,5.0,0.0,189.0,Normal/Fairy,30.0,15.0,90.0,15.0
Ledyba,0.0,6.0,6.0,0.0,180.0,Bug/Flying,20.0,30.0,40.0,55.0
Lickitung,0.0,7.0,7.0,0.0,117.0,Normal,55.0,75.0,90.0,30.0
Lillipup,0.0,5.0,5.0,0.0,566.0,Normal,60.0,45.0,45.0,55.0
Litwick,0.0,7.0,7.0,0.0,669.0,Ghost/Fire,30.0,55.0,50.0,20.0
Lotad,0.0,4.0,4.0,0.0,294.0,Water/Grass,30.0,30.0,40.0,30.0
Machoke,0.0,8.0,8.0,0.0,74.0,Fighting,100.0,70.0,80.0,45.0
Magcargo,0.0,8.0,8.0,0.0,238.0,Fire/Rock,50.0,120.0,50.0,30.0
Makuhita,0.0,3.0,3.0,0.0,321.0,Fighting,60.0,30.0,72.0,25.0
Mega Slowbro,0.0,4.0,4.0,0.0,88.0,Water/Psychic,75.0,180.0,95.0,30.0
Metapod,0.0,8.0,8.0,0.0,15.0,Bug,20.0,55.0,50.0,30.0
Musharna,0.0,5.0,5.0,0.0,578.0,Psychic,55.0,85.0,116.0,29.0
Nidoran♂,0.0,10.0,10.0,0.0,38.0,Poison,57.0,40.0,46.0,50.0
Numel,0.0,6.0,6.0,0.0,353.0,Fire/Ground,60.0,40.0,60.0,35.0
Octillery,0.0,12.0,12.0,0.0,243.0,Water,105.0,75.0,75.0,45.0
Oddish,0.0,9.0,9.0,0.0,49.0,Grass/Poison,50.0,55.0,45.0,30.0
Pancham,0.0,7.0,7.0,0.0,743.0,Fighting,82.0,62.0,67.0,43.0
Pansage,0.0,4.0,4.0,0.0,571.0,Grass,53.0,48.0,50.0,64.0
Patrat,0.0,13.0,13.0,0.0,564.0,Normal,55.0,39.0,45.0,42.0
Pichu,0.0,2.0,2.0,0.0,187.0,Electric,40.0,15.0,20.0,60.0
Pineco,0.0,8.0,8.0,0.0,220.0,Bug,65.0,90.0,50.0,15.0
Relicanth,0.0,5.0,5.0,0.0,405.0,Water/Rock,90.0,130.0,100.0,55.0
Reuniclus,0.0,4.0,4.0,0.0,641.0,Psychic,65.0,75.0,110.0,30.0
Roggenrola,0.0,9.0,9.0,0.0,584.0,Rock,75.0,85.0,55.0,15.0
Scraggy,0.0,6.0,6.0,0.0,621.0,Dark/Fighting,75.0,70.0,50.0,48.0
Sentret,0.0,8.0,8.0,0.0,176.0,Normal,46.0,34.0,35.0,20.0
Shellder,0.0,5.0,5.0,0.0,98.0,Water,65.0,100.0,30.0,40.0
Shieldon,0.0,7.0,7.0,0.0,456.0,Rock/Steel,42.0,118.0,30.0,30.0
Shuckle,0.0,11.0,11.0,0.0,231.0,Bug/Rock,10.0,230.0,20.0,5.0
Silcoon,0.0,7.0,7.0,0.0,290.0,Bug,35.0,55.0,50.0,15.0
Skitty,0.0,6.0,6.0,0.0,325.0,Normal,45.0,45.0,50.0,50.0
Skrelp,0.0,2.0,2.0,0.0,761.0,"Poison, Steel/Water",60.0,60.0,50.0,30.0
Slakoth,0.0,4.0,4.0,0.0,312.0,Normal,60.0,60.0,60.0,30.0
Sliggoo,0.0,2.0,2.0,0.0,776.0,Dragon,75.0,53.0,68.0,60.0
Slugma,0.0,6.0,6.0,0.0,237.0,Fire,40.0,40.0,40.0,20.0
Snivy,0.0,2.0,2.0,0.0,555.0,Grass,45.0,55.0,45.0,63.0
Solosis,0.0,8.0,8.0,0.0,639.0,Psychic,30.0,40.0,45.0,20.0
Solrock,0.0,6.0,6.0,0.0,371.0,Rock/Psychic,95.0,85.0,70.0,70.0
Spewpa,0.0,11.0,11.0,0.0,734.0,Bug,22.0,60.0,45.0,29.0
Spheal,0.0,8.0,8.0,0.0,399.0,Ice/Water,40.0,50.0,70.0,25.0
Spritzee,0.0,5.0,5.0,0.0,753.0,Fairy,52.0,60.0,78.0,23.0
Steelix,0.0,10.0,10.0,0.0,224.0,Steel/Ground,85.0,200.0,75.0,30.0
Sunkern,0.0,4.0,4.0,0.0,207.0,Grass,30.0,30.0,30.0,30.0
Surskit,0.0,9.0,9.0,0.0,308.0,Bug/Water,30.0,32.0,40.0,65.0
Teddiursa,0.0,1.0,1.0,0.0,235.0,Normal,80.0,50.0,60.0,40.0
Tepig,0.0,8.0,8.0,0.0,558.0,Fire,63.0,45.0,65.0,45.0
Timburr,0.0,7.0,7.0,0.0,593.0,Fighting,80.0,55.0,75.0,35.0
Togepi,0.0,8.0,8.0,0.0,190.0,Fairy,20.0,65.0,35.0,20.0
Trapinch,0.0,5.0,5.0,0.0,360.0,Ground,100.0,45.0,45.0,10.0
Turtwig,0.0,4.0,4.0,0.0,433.0,Grass,68.0,64.0,55.0,31.0
Unown,0.0,9.0,9.0,0.0,217.0,Psychic,72.0,48.0,48.0,48.0
Vespiquen,0.0,6.0,6.0,0.0,464.0,Bug/Flying,80.0,102.0,70.0,40.0
Wynaut,0.0,4.0,4.0,0.0,395.0,Psychic,23.0,48.0,95.0,23.0
Yamask,0.0,5.0,5.0,0.0,624.0,Ghost,30.0,85.0,38.0,30.0
